SEMA-Sözeri-1030526724-3,997-9-1-2-K
AFŞIN-Ilıcalı-1030527484-0,42-8867-2228-2-E
NEŞE-Okur-1030525765-0,418-8873-2229-2-K
FAZLI-Koçoğlu-1030526712-0,415-8879-2230-2-E
UĞUR-Gönültaş-1030527348-0,413-8885-2231-2-E
HİLAL-Velioğlu-1030525953-0,411-8890-2232-2-K
DİLAN-Türkyılmaz-1030525853-0,409-8897-2233-2-K
CANSU-Korol-1030527401-0,409-8898-2234-2-K
AYŞENUR-Özgörkey-1030525989-0,408-8900-2235-2-K
ALİ-Önür-1030526489-0,408-8901-2236-2-E
GÖNÜL-Egeli-1030526406-0,406-8905-2237-2-K
ASLI-Kunt-1030525065-0,4-8915-2238-2-K
HAYAT-Özdoğan-1030525960-0,397-8920-2239-2-K
ELİF-Tunçeri-1030525949-0,395-8926-2240-2-K
BÜŞRA-Bakırcıoğlu-1030527379-0,394-8928-2241-2-K
CANAN-Ilıcalı-1030527012-0,39-8938-2242-2-K
İLKNUR-Düşenkalkar-1030526155-0,388-8941-2243-2-K
EMRE-Solmaz-1030527390-0,388-8942-2244-2-E
AÇELYA-Keçeci-1030525680-0,387-8945-2245-2-K
DOĞAN-Pekkan-1030525769-0,383-8954-2246-2-E
TEVFİK-Akışık-1030525664-0,382-8957-2247-2-E
FATMA-Kutlay-1030525242-0,381-8960-2248-2-K
AHU-Akışık-1030526006-0,381-8961-2249-2-K
GÜNER-Tokatlıoğlu-1030526286-0,381-8962-2250-2-K
MEMDUH-Menemencioğlu-1030526344-0,381-8963-2251-2-E
İZZET-Sözeri-1030527429-0,378-8971-2252-2-E
BAKİ-Ozansoy-1030525787-0,375-8975-2253-2-E
EREN-Özkara-1030526194-0,375-8976-2254-2-E
UĞUR-Karadaş-1030525778-0,374-8983-2255-2-E
CEM-Türkyılmaz-1030525799-0,369-8996-2256-2-E
BERAT-Elmastaşoğlu-1030527228-0,369-8997-2257-2-E
ÇINAR-Çatalbaş-1030525649-0,368-9001-2258-2-E
ENİSE-Adan-1030525911-0,366-9007-2259-2-K
RÜMEYSA-Erbay-1030525831-0,362-9014-2260-2-K
ALPEREN-Günday-1030527225-0,361-9019-2261-2-E
EFEKAN-Bademci-1030526041-0,359-9023-2262-2-E
İPEK-Oraloğlu-1030527029-0,359-9024-2263-2-K
KADİR-Kumcuoğlu-1030527202-0,358-9026-2264-2-E
FERHAN-Alyanak-1030527452-0,356-9030-2265-2-K
DOĞAN-Sepetçi-1030527215-0,354-9035-2266-2-E
CAFER-Kumcuoğlu-1030527152-0,353-9037-2267-2-E
ÇAĞRI-Erberk-1030525183-0,352-9039-2268-2-E
NELİS-Ekici-1030526283-0,35-9043-2269-2-K
DEFNE-Akbulut-1030527120-0,343-9058-2270-2-K
MUHAMMED-Dağdaş-1030526690-0,342-9061-2271-2-E
ÇETİN-Oraloğlu-1030525465-0,341-9063-2272-2-E
MERVE-Taşlı-1030526543-0,336-9073-2273-2-K
ESRA-Erbay-1030526838-0,336-9074-2274-2-K
NAZİK-Karadaş-1030525298-0,335-9080-2275-2-K
CEM-Topçuoğlu-1030526667-0,335-9081-2276-2-E
CANTEKİN-Kunter-1030525338-0,334-9084-2277-2-E
SIRRI-Yetkiner-1030526314-0,334-9085-2278-2-E
EMRE-Atan-1030526129-0,333-9091-2279-2-E
ÇAĞRI-Sezek-1030525174-0,332-9095-2280-2-E
DOĞAN-Öztonga-1030526221-0,331-9097-2281-2-E
SERDAR-Akay-1030526733-0,329-9104-2282-2-E
ÇAĞRI-Erbulak-1030526062-0,328-9107-2283-2-E
HİLMİ-Ertürk-1030527064-0,327-9112-2284-2-E
MEMDUH-Eronat-1030526372-0,324-9117-2285-2-E
ŞULE-Adıvar-1030527307-0,324-9118-2286-2-K
DENİZ-Yılmazer-1030526875-0,322-9122-2287-2-E
KALENDER-Sarıoğlu-1030525748-0,321-9127-2288-2-E
EREN-Abadan-1030527444-0,32-9129-2289-2-E
FERDA-Demirbaş-1030525480-0,318-9132-2290-2-K
ÇAĞLAR-Yıldırım -1030527006-0,316-9139-2291-2-E
NURULLAH-Yıldırım -1030526672-0,313-9148-2292-2-E
GÜLDİDE-Abadan-1030525385-0,311-9153-2293-2-K
BAŞARAN-Baykam-1030525148-0,31-9156-2294-2-E
RABİA-Sadıklar-1030526113-0,31-9157-2295-2-K
ÖZGÜR-Abadan-1030526387-0,304-9169-2296-2-E
CEM-Ilıcalı-1030525681-0,302-9174-2297-2-E
ÇINAR-Aybar-1030526544-0,302-9175-2298-2-E
İLYA-Erez-1030527103-0,301-9179-2299-2-K
ÇAĞLAR-Avan-1030525090-0,297-9185-2300-2-E
GÜL-Balaban-1030526913-0,297-9186-2301-2-K
ÇAĞRI-Bademci-1030525106-0,295-9194-2302-2-E
HÜSEYİN-Akışık-1030525387-0,295-9195-2303-2-E
LATİFE-Tekand-1030525624-0,293-9200-2304-2-K
İHSAN-Hakyemez-1030525464-0,292-9202-2305-2-E
FATİH-Alyanak-1030527382-0,292-9203-2306-2-E
SAİD-Karadaş-1030525809-0,289-9216-2307-2-E
FİLİZ-Saygıner-1030526249-0,288-9220-2308-2-K
EMRULLAH-Ertürk-1030527040-0,288-9221-2309-2-E
HAKKI-Durmaz-1030527121-0,288-9222-2310-2-E
YUNUS-Bakırcıoğlu-1030525017-0,281-9234-2311-2-E
ÇETİN-Balcı-1030525850-0,281-9235-2312-2-E
İPEK-Karabulut-1030526330-0,281-9236-2313-2-K
HACI-Demirel-1030526778-0,28-9239-2314-2-E
GÜLBEN-Tokatlıoğlu-1030526999-0,278-9242-2315-2-K
YASEMİN-Yorulmaz-1030526740-0,277-9244-2316-2-K
NESLİHAN-Akan-1030525973-0,275-9250-2317-2-K
ESAT-Akgül-1030526579-0,272-9261-2318-2-E
YONCA-Tunaboylu-1030526753-0,272-9262-2319-2-K
TAHSİN-Tekelioğlu-1030525806-0,27-9268-2320-2-E
ÇAĞRI-Okumuş-1030525134-0,264-9282-2321-2-E
HASAN-Topaloğlu-1030527398-0,263-9285-2322-2-E
GİZEM-Bademci-1030526705-0,262-9286-2323-2-K
DENİZ-Yıldırım -1030526366-0,26-9288-2324-2-E
MİNE-Gönültaş-1030525334-0,257-9298-2325-2-K
İHSAN-Dizdar -1030526500-0,257-9299-2326-2-E
FAZIL-Bademci-1030526258-0,256-9302-2327-2-E
OKTAY-Sinanoğlu-1030526510-0,256-9303-2328-2-E
RABİA-Samancı-1030525940-0,255-9305-2329-2-K
FERDA-Duygulu-1030526480-0,254-9307-2330-2-K
GÜLDESTE-Hakyemez-1030525069-0,25-9316-2331-2-K
VEYSEL-Eliçin-1030527145-0,249-9318-2332-2-E
YÜSRA-Avan-1030527046-0,247-9323-2333-2-K
TAYFUN-Beşerler-1030526152-0,246-9325-2334-2-E
HABİBE-Çağıran-1030526808-0,244-9328-2335-2-K
SIRRI-Yıldızoğlu-1030526658-0,241-9334-2336-2-E
OKTAY-Yazıcı-1030527445-0,24-9337-2337-2-E
CEREN-Okur-1030525447-0,238-9342-2338-2-K
FAZIL-Okumuş-1030525883-0,238-9343-2339-2-E
ŞEYMA-Alnıaçık-1030527389-0,238-9344-2340-2-K
SELÇUK-Atakol-1030525671-0,235-9352-2341-2-E
CAFER-Yetkiner-1030525406-0,234-9354-2342-2-E
FAZIL-Kurutluoğlu-1030525227-0,233-9356-2343-2-E
HALİL-Topaloğlu-1030525320-0,233-9357-2344-2-E
AHU-Yıldırım -1030525476-0,231-9361-2345-2-K
ONUR-Kulaksızoğlu-1030527144-0,231-9362-2346-2-E
TEVFİK-Karadaş-1030525667-0,229-9369-2347-2-E
GÜLNİHAL-Kahveci-1030526158-0,229-9370-2348-2-K
METEHAN-Doğan -1030527443-0,229-9371-2349-2-E
ILGIN-Ertepınar-1030525677-0,228-9374-2350-2-K
CAFE-Erçetin-1030525701-0,226-9381-2351-2-E
ÇAĞLAR-Ozansoy-1030526179-0,225-9385-2352-2-E
GÖKHAN-Erkekli-1030525559-0,223-9389-2353-2-E
DERYA-Bakırcıoğlu-1030525617-0,223-9390-2354-2-K
EREN-Baturalp-1030525322-0,221-9394-2355-2-E
ADEM-Babacan-1030526559-0,219-9398-2356-2-E
ÖMER-Doğan -1030526263-0,215-9413-2357-2-E
DERVİŞ-Akay-1030525650-0,214-9416-2358-2-E
NEŞE-Akışık-1030526020-0,214-9417-2359-2-K
DEMET-Tahincioğlu-1030525847-0,213-9421-2360-2-K
CANSEL-Erdoğan-1030525642-0,212-9426-2361-2-K
HAZAN-Çetin-1030527077-0,212-9427-2362-2-K
DERYA-Elmastaşoğlu-1030525565-0,21-9434-2363-2-K
ASLIHAN-Mayhoş-1030526268-0,21-9435-2364-2-K
MERVE-Kocabıyık-1030525279-0,209-9437-2365-2-K
BAŞAK-Kahveci-1030525618-0,208-9441-2366-2-K
VOLKAN-Evliyaoğlu-1030525218-0,205-9454-2367-2-E
GÖKÇE-Mayhoş-1030526091-0,203-9459-2368-2-K
ATAKAN-Limoncuoğlu-1030526442-0,203-9460-2369-2-E
GİZEM-Okumuş-1030527071-0,202-9464-2370-2-K
CANSU-Toraman-1030525678-0,201-9468-2371-2-K
HATİCE-Akay-1030527156-0,201-9469-2372-2-K
CANER-Pekkan-1030527438-0,2-9473-2373-2-E
SEYYİD-Hakyemez-1030525797-0,199-9476-2374-2-E
İDİL-Polat-1030527044-0,198-9479-2375-2-K
RESUL-Erkekli-1030526885-0,195-9486-2376-2-E
ALİME-Kutlay-1030526635-0,192-9492-2377-2-K
BAKİ-Erbay-1030525158-0,189-9499-2378-2-E
ELÇİN-Kurutluoğlu-1030527171-0,189-9500-2379-2-K
FİKRET-Doğan -1030527480-0,189-9501-2380-2-E
AYÇA-Alnıaçık-1030526577-0,186-9507-2381-2-K
ALİME-Aydan-1030526804-0,186-9508-2382-2-K
AÇELYA-Özgörkey-1030526472-0,185-9512-2383-2-K
MUSTAFA-Akgül-1030526107-0,182-9515-2384-2-E
RUKİYE-Erkekli-1030526981-0,181-9518-2385-2-K
BERFİN-Akman-1030527247-0,179-9524-2386-2-K
ECEM-Babacan-1030525379-0,178-9526-2387-2-K
CANER-Hamzaoğlu-1030525554-0,178-9527-2388-2-E
TAYFUN-Aykaç-1030525932-0,177-9530-2389-2-E
KALENDER-Eronat-1030525929-0,175-9536-2390-2-E
MUHAMMED-Ertürk-1030526539-0,173-9537-2391-2-E
DİDEM-Toraman-1030525692-0,171-9540-2392-2-K
RESUL-Mayhoş-1030525241-0,17-9542-2393-2-E
HAYAT-Koç-1030525509-0,168-9549-2394-2-K
RÜMEYSA-Kutlay-1030525073-0,167-9550-2395-2-K
ECENUR-Solmaz-1030525260-0,167-9551-2396-2-K
RABİA-Karaer-1030525609-0,167-9552-2397-2-K
ÖZKAN-Kahveci-1030526303-0,165-9557-2398-2-E
TUĞÇE-Aykaç-1030526186-0,164-9560-2399-2-K
GONCA-Kocabıyık-1030527134-0,164-9561-2400-2-K
İZZET-Gümüşpala-1030527317-0,162-9564-2401-2-E
FAZIL-Tanrıkulu-1030525256-0,161-9566-2402-2-E
BAŞARAN-Taşlı-1030526150-0,16-9570-2403-2-E
CEYLİN-Süleymanoğlu-1030525952-0,158-9574-2404-2-K
SEYİT-Sarıoğlu-1030525962-0,156-9581-2405-2-E
DİLAVER-Barbarosoğlu-1030526173-0,156-9582-2406-2-E
ÖZGÜR-Babaoğlu-1030526131-0,155-9585-2407-2-E
HANDAN-Sadıklar-1030526723-0,155-9586-2408-2-K
HASAN-Hamzaoğlu-1030526518-0,153-9587-2409-2-E
FAZIL-Tokatlıoğlu-1030526799-0,153-9588-2410-2-E
YUNUS-Kunter-1030526878-0,15-9595-2411-2-E
SÜMEYRA-Ertürk-1030525533-0,146-9600-2412-2-K
TUĞÇE-Özdoğan-1030525192-0,142-9610-2413-2-K
BAYRAM-Akbulut-1030525306-0,139-9615-2414-2-E
RÜMEYSA-Kunt-1030527127-0,139-9616-2415-2-K
CİVAN-Ilıcalı-1030526791-0,138-9619-2416-2-E
SİBEL-Özdenak-1030527036-0,136-9625-2417-2-K
KADRİYE-Kunt-1030527275-0,136-9626-2418-2-K
SİNEM-Adal-1030526244-0,133-9636-2419-2-K
GÖNÜL-Keçeci-1030526865-0,132-9639-2420-2-K
İBRAHİM-Sepetçi-1030526844-0,131-9643-2421-2-E
FULYA-Çetiner-1030527214-0,13-9644-2422-2-K
HALDUN-Balaban-1030526247-0,129-9647-2423-2-E
NAZİK-Günday-1030526219-0,126-9657-2424-2-K
ILGIN-Babacan-1030525912-0,124-9664-2425-2-K
GÜLDİDE-Paksüt-1030527451-0,124-9665-2426-2-K
ÇİLENAY-Nalbantoğlu-1030526590-0,121-9671-2427-2-K
HASAN-Doğan -1030526824-0,121-9672-2428-2-E
FERİHA-Erginsoy-1030526937-0,111-9697-2429-2-K
LEYLA-Tanrıkulu-1030527340-0,109-9703-2430-2-K
FAZIL-Çetin-1030527084-0,108-9706-2431-2-E
CEYLİN-Özbey-1030526253-0,106-9715-2432-2-K
MEHMET-Yalçın-1030525289-0,105-9718-2433-2-E
GONCA-Kunt-1030526293-0,103-9724-2434-2-K
EMRE-Eronat-1030525229-0,101-9728-2435-2-E
SÜHEYLA-Koç-1030525977-0,101-9729-2436-2-K
RAMAZAN-Tahincioğlu-1030525511-0,098-9734-2437-2-E
İBRAHİM-Ozansoy-1030526678-0,097-9741-2438-2-E
ÇAĞRI-Tuğlu-1030526213-0,096-9747-2439-2-E
EMRULLAH-Mayhoş-1030525063-0,095-9750-2440-2-E
VOLKAN-Toraman-1030526513-0,092-9760-2441-2-E
HÜMEYRA-Bakırcıoğlu-1030527312-0,092-9761-2442-2-K
OSMAN-Topçuoğlu-1030526325-0,09-9764-2443-2-E
MELİKE-Egeli-1030525239-0,089-9768-2444-2-K
PELİN-Akay-1030527024-0,089-9769-2445-2-K
MAHMUT-Yetkiner-1030525166-0,083-9778-2446-2-E
BURHAN-Tanrıkulu-1030527483-0,083-9779-2447-2-E
GÜLÇİN-Doğan -1030525055-0,082-9782-2448-2-K
MEHMET-Kaplangı-1030526935-0,081-9785-2449-2-E
KALENDER-Karabulut-1030525003-0,074-9795-2450-2-E
HAZİM-Tüzün-1030526540-0,074-9796-2451-2-E
FATMA-Arıcan-1030526552-0,074-9797-2452-2-K
SEFA-Sezek-1030526656-0,074-9798-2453-2-E
CAFER-Ekşioğlu-1030527428-0,068-9811-2454-2-E
AYFER-Velioğlu-1030525473-0,067-9814-2455-2-K
TUĞRAN-Arıcan-1030526100-0,066-9816-2456-2-E
CUMA-Atakol-1030525039-0,062-9827-2457-2-E
SİNAN-Tuğlu-1030526242-0,059-9829-2458-2-E
GÜLDİDE-Yalçın-1030527464-0,059-9830-2459-2-K
SAİD-Arıcan-1030527039-0,058-9833-2460-2-E
NAZİFE-Sepetçi-1030526379-0,057-9837-2461-2-K
DEMET-Başoğlu-1030526573-0,054-9843-2462-2-K
CANSEL-Kılıççı-1030526646-0,053-9847-2463-2-K
HAKAN-Alpuğan-1030526684-0,053-9848-2464-2-E
ÖZGÜR-Nalbantoğlu-1030525005-0,052-9850-2465-2-E
İHSAN-Sarıoğlu-1030527092-0,05-9856-2466-2-E
KADRİYE-Alnıaçık-1030525995-0,049-9858-2467-2-K
EMRE-Yıldırım -1030525275-0,048-9861-2468-2-E
MAHMUT-Kasapoğlu-1030526284-0,048-9862-2469-2-E
ARİF-Topçuoğlu-1030527197-0,047-9865-2470-2-E
ECENUR-Ekşioğlu-1030526099-0,045-9875-2471-2-K
YAHYA-Arslanoğlu-1030527489-0,044-9879-2472-2-E
ASLI-Pektemek-1030526300-0,035-9896-2473-2-K
MURAT-Akay-1030526728-0,028-9921-2474-2-E
TAHSİN-Dizdar -1030527056-0,028-9922-2475-2-E
HALİL-Mertoğlu-1030525018-0,026-9931-2476-2-E
GÜLDİDE-Çatalbaş-1030525534-0,026-9932-2477-2-K
DAMLA-Gümüşpala-1030525561-0,026-9933-2478-2-K
NİMET-Tokatlıoğlu-1030526569-0,026-9934-2479-2-K
ENES-Pekkan-1030526950-0,025-9936-2480-2-E
HİKMET-Önür-1030526363-0,024-9939-2481-2-E
CÜNEYT-Akay-1030525176-0,023-9941-2482-2-E
CEYDA-Türkdoğan-1030526627-0,022-9944-2483-2-K
FİLİZ-Arslanoğlu-1030526086-0,021-9947-2484-2-K
KÜRŞAD-Köybaşı-1030526128-0,021-9948-2485-2-E
İLAYDA-Ayverdi-1030527488-0,019-9955-2486-2-K
GÜLNAZ-Aclan-1030525653-0,015-9963-2487-2-K
FADİME-Doğan -1030525096-0,014-9965-2488-2-K
RESUL-Kahveci-1030527091-0,014-9966-2489-2-E
DESTAN-Özberk-1030525497-0,01-9972-2490-2-K
DİDEM-Kulaksızoğlu-1030525216-0,007-9981-2491-2-K
EMİNE-Kunt-1030526189-0,007-9982-2492-2-K
ÇINAR-Çamdalı-1030526271-0,004-9986-2493-2-E
İREM-Akgül-1030527266-0,004-9987-2494-2-K
BURHAN-Koyuncu-1030527412-0,004-9988-2495-2-E
FERİHA-Polat-1030526224-0,003-9989-2496-2-K
MEMDUH-Dizdar -1030525727-0,002-9991-2497-2-E
ELİF-Uluhan-1030527176-0,002-9992-2498-2-K
HAZAN-Okumuş-1030525619-0,001-9996-2499-2-K
GAMZE-Özdenak-1030527149-0,001-9997-2500-2-K
