GAMZE-Özbir-1030524731-4-1-1-3-K
CANSEL-Polat-1030522756-3,999-3-2-3-K
CAN-Elmastaşoğlu-1030522880-0,392-8931-2211-3-E
ESMA-Hamzaoğlu-1030523432-0,392-8932-2212-3-K
FATİH-Yalçın-1030523314-0,39-8937-2213-3-E
EMİR-Limoncuoğlu-1030524712-0,386-8948-2214-3-E
KADRİYE-Mayhoş-1030523915-0,384-8952-2215-3-K
CEYDA-Erdoğan-1030524478-0,382-8956-2216-3-K
ARİF-Mayhoş-1030523833-0,381-8958-2217-3-E
TUĞRAN-Ekici-1030524755-0,381-8959-2218-3-E
CEM-Özkök -1030523588-0,379-8965-2219-3-E
HİKMET-Sarıoğlu-1030523055-0,378-8969-2220-3-E
ORHAN-Bolatlı-1030523440-0,378-8970-2221-3-E
BERRE-Arslanoğlu-1030522645-0,376-8972-2222-3-K
SAMET-Arıcan-1030522674-0,376-8973-2223-3-E
HAZİM-Polat-1030523436-0,375-8974-2224-3-E
ALPEREN-Eronat-1030524633-0,374-8982-2225-3-E
ELİF-Pektemek-1030522856-0,373-8986-2226-3-K
DİLBERAYELA-Eronat-1030523492-0,372-8989-2227-3-K
TAYFUN-Biçer-1030524483-0,372-8990-2228-3-E
ÇAĞATAY-Yalçın-1030523313-0,371-8991-2229-3-E
DUYGU-Alnıaçık-1030524842-0,369-8995-2230-3-K
HALİL-Atan-1030523093-0,368-8999-2231-3-E
DOĞUKAN-Uluhan-1030524786-0,368-9000-2232-3-E
SEFA-Kulaksızoğlu-1030524464-0,366-9006-2233-3-E
GÖKÇE-Ekşioğlu-1030524270-0,365-9010-2234-3-K
MUSTAFA-Aykaç-1030524379-0,365-9011-2235-3-E
TUĞÇE-Tokatlıoğlu-1030524324-0,364-9012-2236-3-K
DERVİŞ-Körmükçü-1030524006-0,361-9017-2237-3-E
HİLMİ-Numanoğlu-1030524043-0,361-9018-2238-3-E
CEREN-Abadan-1030524685-0,359-9022-2239-3-K
SAMET-Ağaoğlu-1030523300-0,358-9025-2240-3-E
AYSU-Kavaklıoğlu-1030522590-0,354-9034-2241-3-K
ŞEYMA-Ertürk-1030523538-0,353-9036-2242-3-K
DOĞUKAN-Adıvar-1030523692-0,351-9040-2243-3-E
VOLKAN-Baturalp-1030522832-0,35-9042-2244-3-E
BİLGE-Kocabıyık-1030523286-0,348-9048-2245-3-K
ILGIN-Özdoğan-1030523707-0,347-9051-2246-3-K
HALDUN-Gönültaş-1030522723-0,346-9052-2247-3-E
DEMET-Erberk-1030524370-0,345-9053-2248-3-K
BÜLENT-Tokatlıoğlu-1030523948-0,344-9054-2249-3-E
ÇAĞRI-Akgül-1030524860-0,344-9055-2250-3-E
ELÇİN-Çörekçi-1030523542-0,342-9060-2251-3-K
EMİNE-Polat-1030524261-0,339-9066-2252-3-K
CANAN-Akışık-1030523010-0,338-9070-2253-3-K
EREN-Nebioğlu-1030524138-0,337-9072-2254-3-E
AYŞE-Günday-1030523272-0,335-9079-2255-3-K
FAHRİ-Köybaşı-1030523101-0,33-9100-2256-3-E
AFŞIN-Koç-1030524514-0,33-9101-2257-3-E
ELİF-Uluhan-1030522678-0,328-9105-2258-3-K
METEHAN-Ilıcalı-1030523400-0,328-9106-2259-3-E
MUHAMMED-Durak -1030524042-0,327-9111-2260-3-E
NUR-Tokatlıoğlu-1030523959-0,324-9116-2261-3-K
AYŞE-Akman-1030522961-0,323-9120-2262-3-K
AYŞE-Aybar-1030523812-0,323-9121-2263-3-K
SERDAR-Türkdoğan-1030522725-0,321-9124-2264-3-E
SIRRI-Hamzaoğlu-1030523609-0,321-9125-2265-3-E
AYŞEGÜL-Egeli-1030524189-0,321-9126-2266-3-K
ESRA-Alyanak-1030523383-0,317-9134-2267-3-K
EMRE-Elmastaşoğlu-1030524158-0,316-9138-2268-3-E
NESLİHAN-Akyüz-1030523894-0,315-9141-2269-3-K
CUMAALİ-Kutlay-1030522622-0,314-9144-2270-3-E
ELÇİN-Adal-1030523181-0,314-9145-2271-3-K
YELİZ-Topaloğlu-1030523642-0,314-9146-2272-3-K
DENİZ-Sinanoğlu-1030524878-0,313-9147-2273-3-E
VENHAR-Demirel-1030524917-0,311-9152-2274-3-K
CAFE-Kılıççı-1030522956-0,31-9155-2275-3-E
ESMA-Ekici-1030523061-0,309-9158-2276-3-K
HİLMİ-Tuğlu-1030524221-0,309-9159-2277-3-E
CUMAALİ-Aşıkoğlu-1030522660-0,306-9162-2278-3-E
YONCA-Mayhoş-1030523306-0,306-9163-2279-3-K
ESRA-Elmastaşoğlu-1030524021-0,306-9164-2280-3-K
AKIN-Çapanoğlu-1030522530-0,305-9166-2281-3-E
ESAT-Aykaç-1030524552-0,305-9167-2282-3-E
EKREM-Adıvar-1030523762-0,304-9168-2283-3-E
SEVGİ-Beşerler-1030522611-0,303-9172-2284-3-K
ATAKAN-Sinanoğlu-1030524657-0,302-9173-2285-3-E
RECEP-Eronat-1030523399-0,301-9178-2286-3-E
ESAT-Ertürk-1030524533-0,3-9180-2287-3-E
BAKİ-Dağdaş-1030524591-0,299-9181-2288-3-E
RAMAZAN-Özkök -1030523302-0,298-9182-2289-3-E
MÜCAHİD-Elmastaşoğlu-1030523916-0,297-9184-2290-3-E
MELİKE-Hakyemez-1030522983-0,296-9189-2291-3-K
ŞULE-Koç-1030524353-0,296-9190-2292-3-K
SERDAR-Kocabıyık-1030524808-0,296-9191-2293-3-E
KALENDER-Yeşilkaya-1030522563-0,295-9193-2294-3-E
EMRAH-Yıldırım -1030523309-0,291-9207-2295-3-E
UĞUR-Yıldırım -1030524014-0,291-9208-2296-3-E
YAHYA-Özgörkey-1030524524-0,291-9209-2297-3-E
EMİNE-Tuğlu-1030524284-0,289-9215-2298-3-K
AÇELYA-Özkara-1030524068-0,288-9218-2299-3-K
BUĞRA-Dalkıran-1030524375-0,288-9219-2300-3-E
DOĞUKAN-Tahincioğlu-1030522691-0,286-9228-2301-3-E
EMİR-Hamzaoğlu-1030524916-0,285-9229-2302-3-E
CEM-Aykaç-1030523414-0,282-9233-2303-3-E
GÜLBEN-Özdoğan-1030524825-0,279-9240-2304-3-K
CUMAALİ-Sinanoğlu-1030522854-0,275-9249-2305-3-E
FAZİLET-Ayaydın-1030523496-0,274-9255-2306-3-K
CEREN-Korol-1030523881-0,274-9256-2307-3-K
RÜMEYSA-Tanrıkulu-1030524350-0,273-9259-2308-3-K
AFŞIN-Tokatlıoğlu-1030523315-0,271-9264-2309-3-E
PELİN-Tahincioğlu-1030523428-0,27-9266-2310-3-K
HAZİM-Kaya -1030524828-0,27-9267-2311-3-E
CANTEKİN-Ağaoğlu-1030523495-0,269-9271-2312-3-E
EMİNE-Arıcan-1030524307-0,269-9272-2313-3-K
GÜLNİHAL-Topaloğlu-1030523491-0,268-9274-2314-3-K
ILGIN-Akbulut-1030524635-0,268-9275-2315-3-K
İLAYDA-Yetkiner-1030522508-0,267-9276-2316-3-K
DİLEK-Çatalbaş-1030522765-0,267-9277-2317-3-K
HAZİM-Balaban-1030522914-0,267-9278-2318-3-E
SEDA-Tunçeri-1030523577-0,265-9281-2319-3-K
KAAN-Alpuğan-1030524911-0,258-9294-2320-3-E
GİZEM-Kutlay-1030524096-0,257-9297-2321-3-K
BAKİ-Köybaşı-1030524054-0,251-9312-2322-3-E
AYFER-Tuğlu-1030523795-0,25-9314-2323-3-K
OKTAY-Limoncuoğlu-1030524456-0,25-9315-2324-3-E
FİKRET-Evliyaoğlu-1030523866-0,242-9333-2325-3-E
CEYDA-Hakyemez-1030523848-0,24-9335-2326-3-K
HABİBE-Tokatlıoğlu-1030524527-0,24-9336-2327-3-K
SEFA-Taşlı-1030523290-0,239-9340-2328-3-E
EMRE-Akay-1030523872-0,238-9341-2329-3-E
BURAK-Tahincioğlu-1030524989-0,236-9347-2330-3-E
ÇAĞATAY-Koyuncu-1030524325-0,235-9351-2331-3-E
SAİD-Aclan-1030522911-0,234-9353-2332-3-E
İNCİ-Erdoğan-1030523216-0,231-9360-2333-3-K
BERKAN-Alyanak-1030522525-0,229-9366-2334-3-E
ŞEYMANUR-Elmastaşoğlu-1030522971-0,229-9367-2335-3-K
ÖZKAN-Eliçin-1030523433-0,229-9368-2336-3-E
EMRAH-Aykaç-1030523108-0,228-9373-2337-3-E
YONCA-Aclan-1030524919-0,227-9377-2338-3-K
NİHAL-Nalbantoğlu-1030524965-0,226-9380-2339-3-K
GONCA-Berberoğlu-1030523592-0,222-9391-2340-3-K
MÜCAHİD-Poçan-1030522848-0,221-9392-2341-3-E
ECENUR-Kurutluoğlu-1030523442-0,221-9393-2342-3-K
YELİZ-Numanoğlu-1030523887-0,22-9396-2343-3-K
AYLİN-Nebioğlu-1030524694-0,218-9400-2344-3-K
GAMZE-Solmaz-1030522751-0,216-9404-2345-3-K
YASEMİN-Elçiboğa-1030523050-0,215-9409-2346-3-K
NURULLAH-Akan-1030523174-0,215-9410-2347-3-E
YUSUF-Yıldızoğlu-1030523954-0,215-9411-2348-3-E
MERT-Ozansoy-1030523973-0,215-9412-2349-3-E
OSMAN-Gönültaş-1030524034-0,213-9420-2350-3-E
DİLAY-Bolatlı-1030522706-0,212-9425-2351-3-K
TUĞRAN-Kutlay-1030523572-0,211-9430-2352-3-E
YELİZ-Tekand-1030523638-0,21-9432-2353-3-K
SULTAN-Topaloğlu-1030524619-0,21-9433-2354-3-K
FAZİLET-Kurutluoğlu-1030523187-0,209-9436-2355-3-K
ENES-Mayhoş-1030523233-0,208-9440-2356-3-E
CAFE-Erbay-1030523941-0,207-9447-2357-3-E
TUNA-Hamzaoğlu-1030524492-0,207-9448-2358-3-E
CANTEKİN-Kaplangı-1030523078-0,206-9451-2359-3-E
CENGİZ-Arslanoğlu-1030522864-0,203-9457-2360-3-E
NECLA-Akbulut-1030524150-0,203-9458-2361-3-K
İPEK-Kasapoğlu-1030522707-0,202-9463-2362-3-K
METEHAN-Ilıcalı-1030522667-0,201-9467-2363-3-E
İBRAHİM-Ayverdi-1030524764-0,2-9472-2364-3-E
HABİBE-Öztonga-1030524815-0,199-9475-2365-3-K
CANSU-Oraloğlu-1030523475-0,198-9477-2366-3-K
ERTAN-Sinanoğlu-1030524969-0,198-9478-2367-3-E
SENEM-Türkdoğan-1030522554-0,197-9480-2368-3-K
AYŞE-Ekşioğlu-1030523807-0,194-9488-2369-3-K
MELİSA-Taşlı-1030523476-0,192-9491-2370-3-K
TOPRAK-Koç-1030523336-0,191-9494-2371-3-E
GÜLNİHAL-Sözeri-1030524598-0,19-9498-2372-3-K
MECNUN-Kaya -1030522977-0,185-9510-2373-3-E
ECE-Erbay-1030524487-0,185-9511-2374-3-K
ESMA-Durak -1030523005-0,183-9513-2375-3-K
FİLİZ-Akgül-1030523212-0,182-9514-2376-3-K
GÜNAY-Sezek-1030524292-0,181-9517-2377-3-K
HAZAN-Erdoğan-1030523763-0,179-9521-2378-3-K
ONUR-Limoncuoğlu-1030523949-0,179-9522-2379-3-E
YUNUS-Sarıoğlu-1030524863-0,179-9523-2380-3-E
AYŞE-Samancı-1030522576-0,178-9525-2381-3-K
SÜHEYLA-Arslanoğlu-1030522529-0,177-9528-2382-3-K
EMRE-Baykam-1030524874-0,177-9529-2383-3-E
DURAN-Kumcuoğlu-1030523047-0,176-9533-2384-3-E
YAHYA-Özbir-1030522636-0,175-9535-2385-3-E
BAŞARAN-Kutlay-1030522996-0,172-9538-2386-3-E
SAMİ-Önür-1030522584-0,169-9544-2387-3-E
BAŞARAN-Türkdoğan-1030522781-0,168-9547-2388-3-E
ÖZGÜR-Akyüz-1030524363-0,168-9548-2389-3-E
NEŞE-Baturalp-1030523914-0,166-9555-2390-3-K
EBRU-Karaböcek-1030524999-0,166-9556-2391-3-K
TEVFİK-Yıldırım -1030522857-0,162-9563-2392-3-E
EMRE-Solmaz-1030524038-0,159-9573-2393-3-E
DOĞAN-Hakyemez-1030523789-0,157-9577-2394-3-E
DİLEK-Kahveci-1030523738-0,155-9584-2395-3-K
METEHAN-Polat-1030522733-0,152-9590-2396-3-E
FİLİZ-Erçetin-1030523687-0,152-9591-2397-3-K
DİLARA-Yetkiner-1030523248-0,15-9594-2398-3-K
ARİF-Barbarosoğlu-1030523388-0,146-9599-2399-3-E
VOLKAN-Arslanoğlu-1030523906-0,144-9605-2400-3-E
ARİF-Ilıcalı-1030524597-0,144-9606-2401-3-E
DİDEM-Kurutluoğlu-1030523273-0,14-9612-2402-3-K
YUNUS-Arıcan-1030524845-0,139-9614-2403-3-E
KEMAL-Karaduman-1030523946-0,138-9617-2404-3-E
GAMZE-Körmükçü-1030524434-0,138-9618-2405-3-K
ERDEM-Tokatlıoğlu-1030522994-0,136-9622-2406-3-E
NURULLAH-Atakol-1030523838-0,136-9623-2407-3-E
RÜMEYSA-Yıldızoğlu-1030524254-0,136-9624-2408-3-K
SELİN-Limoncuoğlu-1030524655-0,135-9628-2409-3-K
CEREN-Süleymanoğlu-1030523591-0,134-9633-2410-3-K
CANER-Durak -1030523085-0,133-9634-2411-3-E
YAHYA-Karaböcek-1030524973-0,133-9635-2412-3-E
AHENK-Karaböcek-1030522704-0,131-9641-2413-3-K
FAZİLET-Adal-1030524101-0,131-9642-2414-3-K
ENİSE-Çetin-1030522790-0,128-9649-2415-3-K
EMRE-Özdoğan-1030523177-0,125-9661-2416-3-E
SÜMEYYE-Akbulut-1030524079-0,124-9662-2417-3-K
ANIL-Akman-1030524348-0,124-9663-2418-3-E
TOPRAK-Türkdoğan-1030523761-0,123-9667-2419-3-E
ALİ-Sepetçi-1030524647-0,123-9668-2420-3-E
NAZİK-Yetkiner-1030524374-0,121-9670-2421-3-K
EMRAH-Yılmazer-1030523726-0,119-9676-2422-3-E
SALİH-Arslanoğlu-1030522520-0,118-9680-2423-3-E
EMRE-Kavaklıoğlu-1030524609-0,114-9688-2424-3-E
PERİHAN-Babacan-1030524985-0,114-9689-2425-3-K
MELİSA-Mayhoş-1030524430-0,113-9692-2426-3-K
KEREM-Düşenkalkar-1030524012-0,111-9696-2427-3-E
ÇAĞLAR-Tunaboylu-1030524319-0,11-9701-2428-3-E
HANDAN-Yeşilkaya-1030524536-0,107-9708-2429-3-K
DOĞUKAN-Kunter-1030523320-0,106-9711-2430-3-E
İZZET-Öztonga-1030523347-0,106-9712-2431-3-E
CANSEL-Orbay-1030523702-0,106-9713-2432-3-K
YÜSRA-Duygulu-1030524395-0,106-9714-2433-3-K
BERAT-Sinanoğlu-1030523349-0,105-9716-2434-3-E
MİHRİBAN-Akal-1030524959-0,105-9717-2435-3-K
GİZEM-Gönültaş-1030523360-0,097-9739-2436-3-K
UĞUR-Özgörkey-1030523817-0,097-9740-2437-3-E
AYŞEGÜL-Ekici-1030522688-0,096-9746-2438-3-K
HÜSAMEDDİN-Aşıkoğlu-1030524584-0,095-9749-2439-3-E
DEFNE-Öztonga-1030523040-0,094-9752-2440-3-K
AFŞIN-Avan-1030523045-0,094-9753-2441-3-E
ÇİCEK-Ekici-1030523291-0,094-9754-2442-3-K
HİLMİ-Ayverdi-1030523372-0,093-9755-2443-3-E
İBRAHİM-Özbey-1030522717-0,092-9758-2444-3-E
HALDUN-Kaya -1030524642-0,092-9759-2445-3-E
ÇAĞLAR-Kurutluoğlu-1030522835-0,089-9767-2446-3-E
BAHADIR-Özdoğan-1030523238-0,087-9771-2447-3-E
TALHA-Çetiner-1030523972-0,086-9774-2448-3-E
VEYSEL-Özbey-1030522731-0,082-9781-2449-3-E
ADİLE-Erkekli-1030523039-0,08-9788-2450-3-K
ELÇİN-Koç-1030523606-0,079-9791-2451-3-K
MEHTAP-Tokgöz-1030522662-0,075-9794-2452-3-K
AYŞE-Sözeri-1030523864-0,073-9801-2453-3-K
DİLARA-Yıldırım -1030523850-0,072-9803-2454-3-K
ESEN-Düşenkalkar-1030524924-0,071-9805-2455-3-K
HACI-Avan-1030524521-0,07-9808-2456-3-E
BÜLENT-Atan-1030524110-0,065-9819-2457-3-E
SEMA-Öztonga-1030524615-0,06-9828-2458-3-K
İDİL-Duygulu-1030524641-0,058-9832-2459-3-K
AYFER-Körmükçü-1030522987-0,057-9835-2460-3-K
BATUHAN-Özbey-1030523898-0,057-9836-2461-3-E
BERKAN-Sepetçi-1030523407-0,056-9839-2462-3-E
CAFER-Kocabıyık-1030523263-0,05-9855-2463-3-E
BURAK-Kaya -1030524299-0,048-9860-2464-3-E
FİDAN-Tunaboylu-1030523256-0,047-9864-2465-3-K
SUZAN-Karaböcek-1030522966-0,046-9867-2466-3-K
HİLAL-Karadaş-1030524859-0,046-9868-2467-3-K
EYŞAN-Taşçı-1030524876-0,046-9869-2468-3-K
AHU-Sarıoğlu-1030524945-0,046-9870-2469-3-K
GÜLDİDE-Kaya -1030522711-0,045-9874-2470-3-K
SIRRI-Adal-1030522874-0,044-9877-2471-3-E
NEHİR-Orbay-1030523037-0,044-9878-2472-3-K
AYFER-Süleymanoğlu-1030523870-0,043-9881-2473-3-K
HAKKI-Özbey-1030524867-0,042-9884-2474-3-E
PINAR-Yorulmaz-1030523094-0,04-9886-2475-3-K
MELİSA-Doğan -1030524365-0,04-9887-2476-3-K
ELÇİN-Akman-1030523794-0,038-9891-2477-3-K
YAHYA-Düşenkalkar-1030524780-0,038-9892-2478-3-E
GÜRBÜZ-Limoncuoğlu-1030524952-0,038-9893-2479-3-E
HANDAN-Aşıkoğlu-1030523466-0,037-9894-2480-3-K
ALPEREN-Babacan-1030523007-0,034-9899-2481-3-E
AYSU-Türkyılmaz-1030524015-0,034-9900-2482-3-K
MURAT-Tunaboylu-1030524781-0,032-9908-2483-3-E
BERAT-Aclan-1030523222-0,031-9912-2484-3-E
ESAT-Ekici-1030524582-0,029-9916-2485-3-E
SERGEN-Ilıcalı-1030523086-0,027-9925-2486-3-E
SEÇİL-Toraman-1030524470-0,027-9926-2487-3-K
HANDE-Orbay-1030523783-0,026-9930-2488-3-K
DERVİŞ-Özbey-1030524820-0,021-9946-2489-3-E
RUKİYE-Dalkıran-1030522855-0,02-9951-2490-3-K
ERTUĞRUL-Adan-1030522644-0,019-9953-2491-3-E
ECENUR-Gümüşpala-1030522957-0,019-9954-2492-3-K
FEYZA-Kahveci-1030523386-0,016-9960-2493-3-K
ASLIHAN-Kıraç -1030524092-0,015-9962-2494-3-K
ILGIN-Kahveci-1030523507-0,014-9964-2495-3-K
VENHAR-Keçeci-1030524112-0,012-9970-2496-3-K
FURKAN-Özdoğan-1030522540-0,01-9971-2497-3-E
İHSAN-Özkök -1030523663-0,009-9976-2498-3-E
FAHRİ-Çetiner-1030524579-0,007-9980-2499-3-E
GÜNAY-Atakol-1030523261-0,001-9995-2500-3-K
